"rhino_id","inst_id","species","sex","dob","age","birth_type","housing","date","lat","long","keeper_id","social_incomp","active","calm","investigative","sleep","stereotypies","assertive","chemosensory","con_af","con_ag","con_ff","food_ag","no_obj","pre_obj","social","vocal","fam_af","fam_ag","fam_ff","responsive","stranger_af","stranger_ag","stranger_ff"
14662585,"Inst-54","Southern White","Female",2013-04-27,10,"Captive","Social",2023-05-25,36.8767691,-76.2771229,"Keeper 233","No",9,7,7,2,0,8,5,10,6,0,6,0,0,6,6,10,1,0,9,7,0,0
14662585,"Inst-54","Southern White","Female",2013-04-27,10,"Captive","Social",2023-05-28,36.8767691,-76.2771229,"Keeper 236","No",7,7,6,3.5,0,7,1.5,8.5,6,2,8,1,2,9.5,5,9,0,1.5,8.5,2,0,8
14662585,"Inst-54","Southern White","Female",2013-04-27,10,"Captive","Social",2023-05-28,36.8767691,-76.2771229,"Keeper 185","No",7,4,4,3,1,6,5,9,2,0,1,0,0,9,3,9,0.5,0,8,6,0,3
14662585,"Inst-54","Southern White","Female",2013-04-27,10,"Captive","Social",2023-05-30,36.8767691,-76.2771229,"Keeper 107","No",6.1,5,8,5,NA,9,8.5,7.7,3,NA,6.1,0.8,NA,5.1,7.9,9.4,NA,NA,10,10,NA,NA
14662585,"Inst-54","Southern White","Female",2013-04-27,9,"Captive","Social",2023-03-13,36.8767691,-76.2771229,"Keeper 80","No",6,5,1,4,0,9,2,6,3,0,7,0,0,8,2,10,0,0,10,7,0,2
19030313,"Inst-55","Southern White","Female",2011-01-01,11,"Wild","Social",2022-12-10,30.730868,-81.7008125,"Keeper 97","No",2,3,3,7,NA,4.5,NA,3,4,1.5,5,1,NA,1,NA,5,NA,NA,5,3,1,1
19030313,"Inst-55","Southern White","Female",2011-01-01,11,"Wild","Social",2022-12-15,30.730868,-81.7008125,"Keeper 225","No",6,9,9,3,0,2,2,5,2,0,8,5,2,5,1,5,5,0,7,4,0,0
19030313,"Inst-55","Southern White","Female",2011-01-01,11,"Wild","Social",2022-12-17,30.730868,-81.7008125,"Keeper 245","No",4.3,9,4,8,0.3,4.5,NA,7.9,4.7,2,4.5,NA,NA,6,3.5,7.8,2.4,0.6,9.9,6.1,1.2,1.3
19030313,"Inst-55","Southern White","Female",2011-01-01,11,"Wild","Social",2022-12-18,30.730868,-81.7008125,"Keeper 85","No",4,7,4,5.5,0.5,7.5,1,5,3.3,0.5,6.6,1,NA,4,0.5,6,3.3,0.1,7.5,NA,NA,NA
19030313,"Inst-55","Southern White","Female",2011-01-01,11,"Wild","Social",2022-12-21,30.730868,-81.7008125,"Keeper 42","No",2.1,2.3,2.3,3.8,4,3.1,3,3.6,2.6,3.5,3.1,1,1,4.3,2.6,5,1.6,2.7,4.1,2.2,1.8,5
19030313,"Inst-55","Southern White","Female",2011-01-01,11,"Wild","Social",2022-12-17,30.730868,-81.7008125,"Keeper 167","No",7,4,7,4,0,9,6,10,7,3,9,4,4,10,8,5,5,4,4,5,5,5
14662492,"Inst-55","Southern White","Male",1991-01-01,31,"Wild","Individual",2022-12-13,30.730868,-81.7008125,"Keeper 97","No",2,7,7,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.5,NA,9,9,1,NA
14662492,"Inst-55","Southern White","Male",1991-01-01,31,"Wild","Individual",2022-12-15,30.730868,-81.7008125,"Keeper 225","",10,10,10,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,10,0,0
14662492,"Inst-55","Southern White","Male",1991-01-01,31,"Wild","Individual",2022-12-17,30.730868,-81.7008125,"Keeper 245","",8.7,8.7,7.5,7.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,0,0,5.9,6.5,0,2.1
14662492,"Inst-55","Southern White","Male",1991-01-01,31,"Wild","Individual",2022-12-17,30.730868,-81.7008125,"Keeper 167","",5,8.5,8,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,8.5,8.5,2,1
14662492,"Inst-55","Southern White","Male",1991-01-01,31,"Wild","Individual",2022-12-18,30.730868,-81.7008125,"Keeper 85","No",6.5,9.5,4,3.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.1,0.1,9.5,9,0.5,0.1
14662492,"Inst-55","Southern White","Male",1991-01-01,31,"Wild","Individual",2022-12-21,30.730868,-81.7008125,"Keeper 42","No",7.7,9,9,4,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,9,7.4,0,0
19030316,"Inst-55","Southern White","Female",2011-01-01,11,"Wild","Social",2022-12-10,30.730868,-81.7008125,"Keeper 97","No",6,3,5,5,1.7,5,NA,5,4,1,7,NA,NA,5,4.5,5,5,1,6,2,3.5,3
19030316,"Inst-55","Southern White","Female",2011-01-01,11,"Wild","Social",2022-12-15,30.730868,-81.7008125,"Keeper 225","No",7,10,8,2,0,7,1,2,4,0,8,2,2,5,3,4,3,0,5,0,4,8
19030316,"Inst-55","Southern White","Female",2011-01-01,11,"Wild","Social",2022-12-17,30.730868,-81.7008125,"Keeper 245","No",5,5.8,5,5,0.3,7.5,NA,6,8,1.3,9,NA,NA,3,7,4.8,5.1,4.7,8.1,2.5,2.6,5.1
19030316,"Inst-55","Southern White","Female",2011-01-01,11,"Wild","Social",2022-12-18,30.730868,-81.7008125,"Keeper 85","No",6.5,5,6.6,3.3,0.5,5,2,7.5,6,0.5,7.5,0.5,NA,6.5,4,7,2,0.5,8,NA,NA,NA
19030316,"Inst-55","Southern White","Female",2011-01-01,11,"Wild","Social",2022-12-21,30.730868,-81.7008125,"Keeper 42","No",5.1,4.5,5.5,2.5,5,5.7,3.2,5.8,5.2,1.6,7.2,1.1,1,3.9,4,1.1,3.2,1.3,4.5,1,1,5
14662156,"Inst-55","Southern Black","Female",2010-07-01,12,"Wild","Social",2022-12-15,30.730868,-81.7008125,"Keeper 225","No",8,5,8,5,0,8,8,2,8,0,8,8,5,5,2,9,0,0,9,9,0,5
14662156,"Inst-55","Southern Black","Female",2010-07-01,12,"Wild","Social",2022-12-18,30.730868,-81.7008125,"Keeper 85","No",8,2.6,5,2.5,0.5,5,2,5,8,2,7,NA,NA,6.5,5.8,6.6,1.5,1.5,6.6,NA,NA,NA
14662156,"Inst-55","Southern Black","Female",2010-07-01,12,"Wild","Social",2022-12-21,30.730868,-81.7008125,"Keeper 42","No",5,2,4.5,4,5.1,6.2,6.7,5.8,5,0,7.2,3.7,0,7.1,5,5,1.1,0.5,8.1,0.5,2,4.4
14662156,"Inst-55","Southern Black","Female",2010-07-01,12,"Wild","Individual",2022-12-17,30.730868,-81.7008125,"Keeper 167","",5,6,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,3,9,7,1.5,2
14662156,"Inst-55","Southern Black","Female",2010-07-01,12,"Wild","Social",2022-12-13,30.730868,-81.7008125,"Keeper 97","No",5,1,1,5,NA,9,NA,6,5,0.5,6,NA,NA,7,8.5,9,1,0.5,8,6,0.5,4
14662156,"Inst-55","Southern Black","Female",2010-07-01,12,"Wild","Individual",2022-12-17,30.730868,-81.7008125,"Keeper 245","",4.9,4.5,3.9,7.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4.9,4.5,7.8,2,5,7
19030310,"Inst-55","Southern White","Female",2012-03-23,10,"Wild","Social",2022-12-13,30.730868,-81.7008125,"Keeper 97","No",5,4,4,3.5,NA,9,NA,5,9,1,9,5,NA,7,7,3,7,1,8,3,4,3.5
19030310,"Inst-55","Southern White","Female",2012-03-23,10,"Wild","Social",2022-12-15,30.730868,-81.7008125,"Keeper 225","No",8,10,9,5,0,9,6,5,7,0,9,2,0,2,6,6,3,0,8,9,0,0
19030310,"Inst-55","Southern White","Female",2012-03-23,10,"Wild","Social",2022-12-17,30.730868,-81.7008125,"Keeper 245","No",7,8.5,5.7,5,0.3,9.6,NA,4.9,8.1,0,9,NA,NA,5,8.9,5,4.5,0,5.5,2.7,4,2.1
19030310,"Inst-55","Southern White","Female",2012-03-23,10,"Wild","Social",2022-12-18,30.730868,-81.7008125,"Keeper 85","No",8,3,9,2.5,0.5,5,1.5,8,9,0.5,10,5,NA,7,9,4.5,7,0.5,8.5,NA,NA,NA
19030310,"Inst-55","Southern White","Female",2012-03-23,10,"Wild","Social",2022-12-21,30.730868,-81.7008125,"Keeper 42","No",3.1,2,3.3,3.5,4.8,9,3.1,7.6,8.5,1,10,0.5,1,5,6,2,1,1,5,5,5,5.2
14662153,"Inst-55","Southern Black","Male",2010-07-01,12,"Wild","Social",2022-12-13,30.730868,-81.7008125,"Keeper 97","No",5,0.5,0.5,5,NA,0.5,9,4,1,7,0.5,NA,NA,6,8,7,1,3,3,5,1,5
14662153,"Inst-55","Southern Black","Male",2010-07-01,12,"Wild","Social",2022-12-15,30.730868,-81.7008125,"Keeper 225","Yes",7,1,5,5,1,2,10,5,2,8,2,2,5,2,5,8,1,0,8,5,5,5
14662153,"Inst-55","Southern Black","Male",2010-07-01,12,"Wild","Social",2022-12-17,30.730868,-81.7008125,"Keeper 245","",6.8,0.2,0.2,4.5,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4.9,6.2,1.4,4.5,6
14662153,"Inst-55","Southern Black","Male",2010-07-01,12,"Wild","Social",2022-12-18,30.730868,-81.7008125,"Keeper 85","No",6.5,2,3.3,2.5,0.5,2,9,7.5,4,6.5,2,NA,NA,2,0.5,5,2.5,2.5,6.6,NA,NA,NA
14662153,"Inst-55","Southern Black","Male",2010-07-01,12,"Wild","Social",2022-12-21,30.730868,-81.7008125,"Keeper 42","No",5.1,0,2.1,2,10,5,10,8.1,5,8,NA,1,0,0,1,8,4,1,8,1,1,5
14662153,"Inst-55","Southern Black","Male",2010-07-01,12,"Wild","Social",2022-12-17,30.730868,-81.7008125,"Keeper 167","",4,2,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,2,3,3,3,3
24429882,"Inst-56","Southern White","Male",2011-12-28,11,"Captive","Individual",2023-09-20,33.5503568,-112.4114142,"Keeper 78","",5.1,5.1,6.6,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,10,0,0
24429951,"Inst-56","Southern White","Female",2016-03-01,7,"Wild","Social",2023-09-20,33.5503568,-112.4114142,"Keeper 78","No",5.1,5.2,10,5,0,4.5,2,10,2.6,0,5,5,5,10,7.1,10,0,0,10,10,0,0
24429936,"Inst-56","Southern White","Male",1989-01-01,34,"Wild","Social",2023-09-20,33.5503568,-112.4114142,"Keeper 78","No",3,10,5,7,0,0,5.2,5,0,2,5,0,2,3.1,3,10,0,0,10,10,0,0
24429933,"Inst-56","Southern White","Female",2016-03-01,7,"Wild","Social",2023-09-17,33.5503568,-112.4114142,"Keeper 78","No",5.2,1,2,5,0,4.8,2,4.9,4.2,1.3,4.9,1,1.1,10,5,10,0,0,10,8.1,0,0
24429933,"Inst-56","Southern White","Female",2016-03-01,7,"Wild","Social",2023-09-23,33.5503568,-112.4114142,"Keeper 36","No",5.6,4.5,5.5,6.9,2.9,4.9,4.5,7,0,0,4.6,0,0,10,4.1,10,0,0,9.1,10,0,0
24429918,"Inst-56","Southern White","Female",2016-03-01,7,"Wild","Social",2023-09-17,33.5503568,-112.4114142,"Keeper 78","No",5,4.3,7.9,5,0,5,2.5,5,5,0,5,4.9,4.9,10,5,10,0,0,10,10,0,0
24429918,"Inst-56","Southern White","Female",2016-03-01,7,"Wild","Social",2023-09-22,33.5503568,-112.4114142,"Keeper 36","No",5,5,10,5,0,5.1,1.9,10,3,3,5,5,5,10,2,10,0,0,10,8.5,0,0
14662528,"Inst-57","Southern White","Male",2003-05-30,19,"Captive","Social",2022-12-29,45.419792,-72.7239829999999,"Keeper 76","No",7,1,3,5,0,0,10,8,0,3,0,0,0,8,0,10,0,0,8,7,0,0
14662528,"Inst-57","Southern White","Male",2003-05-30,19,"Captive","Social",2022-12-29,45.419792,-72.7239829999999,"Keeper 189","No",4,7,1,6,0,0,8,5,1,7,0,0,0,8,4,10,0,0,8,7,0,5
14662528,"Inst-57","Southern White","Male",2003-05-30,19,"Captive","Social",2023-01-01,45.419792,-72.7239829999999,"Keeper 90","No",8,1,5,3.1,0,10,9,9,0,3,NA,NA,NA,9,3,7,0,2,7.1,5,0,5
23577495,"Inst-57","Southern White","Female",1979-10-13,43,"Captive","Social",2022-12-29,45.419792,-72.7239829999999,"Keeper 76","No",3,7,8,7.5,0,7,3,0,7,0,10,5,5,0,9,10,2.5,0,7,4,0,3
23577495,"Inst-57","Southern White","Female",1979-10-13,43,"Captive","Social",2022-12-30,45.419792,-72.7239829999999,"Keeper 189","No",5,5,7,8,0,10,3,1,7,0,8,0,2,2,0,9,1,0,5,7,1,0
23577495,"Inst-57","Southern White","Female",1979-10-13,43,"Captive","Social",2023-01-01,45.419792,-72.7239829999999,"Keeper 90","No",5,10,9,5,0,10,2,NA,7.1,0,NA,NA,NA,5,5.2,10,0,0,9.1,10,0,0
